+62 815-7408-3563,Rujak bang madun,https://www.google.co.id/maps/place/Rujak+bang+madun/,https://geo1.ggpht.com/cbk?panoid=UdXxJGYfNbF-mqKecB9dKQ&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=350.45343&pitch=0&thumbfov=100,"Jl. Pekayon No.27, RT.1/RW.3, Ragunan, Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12540, Indonesia"
+62 857-7385-2014,Kedai rujak ubin,https://www.google.co.id/maps/place/Kedai+rujak+ubin/,https://lh5.googleusercontent.com/p/AF1QipMdfKf5HYPTi_q6CaFcVHKLp9s_ofJYfsZqV36u=w426-h240-k-no,"Jl. Raya Jagakarsa No.33 5 1, RT.4/RW.6, Jagakarsa, Kec. Jagakarsa, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12620, Indonesia"
+62 821-1141-9123,Call/Wa:O 877 3777 34I2 Obat Peluntur Kandungan Jakarta,https://www.google.co.id/maps/place/Call%2FWa:O+877+3777+34I2+Obat+Peluntur+Kandungan+Jakarta/,https://lh5.googleusercontent.com/p/AF1QipNIHbRgtkc4KO98_lAUBC986cBLGG8Yv3NDTgN1=w426-h240-k-no,"Obat Aborsi Cytotec, Obat Penggugur Kandungan, Jl. Bintaro Utama I No.9, RT.5/RW.8, Bintaro, Kec. Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 15229, Indonesia"
+62 21 5309390,Rujak Cingur,https://www.google.co.id/maps/place/Rujak+Cingur/,https://geo2.ggpht.com/cbk?panoid=-nZoW0J-CCAvrme1QOp6Dg&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=5.3674717&pitch=0&thumbfov=100,"L4 , ITC Permata Hijau , JL. Letjen Jenderal Soepono, Grogol Utara , 11 , Kebayoran Lama , 12210 Jakarta Selatan , DKI Jakarta, RT.11/RW.10, North Grogol, Kebayoran Lama, South Jakarta City, Jakarta 12210, Indonesia"
+62 877-6036-0615,Top Rujak Nidam Sari,https://www.google.co.id/maps/place/Top+Rujak+Nidam+Sari/,https://lh5.googleusercontent.com/p/AF1QipPkk2NXKA4eRTVq11mGgp7Q1cqkyL7T_RkmHoj6=w408-h725-k-no,"Jalan Swadarma Raya Rt 13 Rw 03 Nomor 17, Kelurahan Ulu Jami Kecamatan Pesanggrahan, RT.18/RW.3, Ulujami, Pesanggrahan, RT.18/RW.3, Ulujami, Kec. Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12250, Indonesia"
+62 831-1959-0006,Rujak Cingur & Pangsit Mie Surabaya,https://www.google.co.id/maps/place/Rujak+Cingur+%26+Pangsit+Mie+Surabaya/,https://lh5.googleusercontent.com/p/AF1QipPTyIQK2xlsWb1bV7tvAO1akto6avZrZY3eWaG1=w408-h306-k-no,"Dapuraya Pasaraya Grande, Lantai LG #W75, Jalan Iskandarsyah Raya, Jakarta Selatan, RT.3/RW.1, Melawai, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12160, Indonesia"
+62 812-1096-6265,RUJAK SERUT IBU NANI,https://www.google.co.id/maps/place/RUJAK+SERUT+IBU+NANI/,https://lh5.googleusercontent.com/p/AF1QipNKM0jHRoJWCL85y2Xg6v8unZv-GekqCXrbgvB7=w408-h408-k-no,"Jl. Bangka IIG No.16, RT.1/RW.03 kel, Pela Mampang, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12720, Indonesia"
+62 812-9346-0888,Mie Ayam Spirulina,https://www.google.co.id/maps/place/Mie+Ayam+Spirulina/,https://lh5.googleusercontent.com/p/AF1QipPRQ-L4aNYJQXD5MVlLKQHEVNfRpDfHyh2489SU=w426-h240-k-no,"Jl Elang Raya Blok HF7 No. 9D, Pondok Pucung, Pondok Aren, South Tangerang City, Banten 15229, Indonesia"
+62 859-2613-0753,Jual Rujak Karedok Gado-Gado Ce' Dede,https://www.google.co.id/maps/place/Jual+Rujak+Karedok+Gado-Gado+Ce'+Dede/,https://geo1.ggpht.com/cbk?panoid=49FpPcM3R98gMJJ3TnWIQA&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=340.97702&pitch=0&thumbfov=100,"Jl. Bendi Besar No.44, RT.12/RW.8, Kby. Lama Utara, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12240, Indonesia"
+62 21 7652448,RUJAK CINGUR BAROKAH,https://www.google.co.id/maps/place/RUJAK+CINGUR+BAROKAH/,https://lh5.googleusercontent.com/p/AF1QipOLnmuK1A-DVmA5fQLc9fm5Ama0sumrG03SOhw=w408-h725-k-no,"RT.6/RW.6, Pondok Labu, Cilandak, South Jakarta City, Jakarta 12450, Indonesia"
+62 878-8810-5006,RUJAK BUAH SEGAR BANI,https://www.google.co.id/maps/place/RUJAK+BUAH+SEGAR+BANI/,https://lh5.googleusercontent.com/p/AF1QipN0Z6Vt3UtS3rsesamh4nVvuyF0JgtzZVGGXhQV=w408-h725-k-no,"Jl. Rawajati Timur VI No.1, RW.8, Rawajati, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12750, Indonesia"
+62 812-9346-0888,Mie Ayam Spirulina,https://www.google.co.id/maps/place/Mie+Ayam+Spirulina/,https://lh5.googleusercontent.com/p/AF1QipPRQ-L4aNYJQXD5MVlLKQHEVNfRpDfHyh2489SU=w426-h240-k-no,"Jl Elang Raya Blok HF7 No. 9D, Pondok Pucung, Pondok Aren, South Tangerang City, Banten 15229, Indonesia"
+62 812-1015-0218,Rujak Bu Itta,https://www.google.co.id/maps/place/Rujak+Bu+Itta/,https://lh5.googleusercontent.com/p/AF1QipPKC4rziPDr_lPcIFBm3d-P8rfPvTBrNeKL-iVP=w408-h306-k-no,"no., Jl. Wr. Sila No.111, RT.11/RW.4, 12630, RT.11/RW.4, Ciganjur, Kec. Jagakarsa, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12630, Indonesia"
+62 877-7543-3189,"Eno Rujak,s","https://www.google.co.id/maps/place/Eno+Rujak,s/",https://lh5.googleusercontent.com/p/AF1QipOBn759XwP3PENcjXBDT27ZmqDV9AOTLnl9kSod=w426-h240-k-no,"Jl. Denpasar Raya, RT.16/RW.4, Kuningan, Kuningan Tim., Setia Budi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950, Indonesia"
+62 857-1664-8941,pusat jajanan kampung kandang,https://www.google.co.id/maps/place/pusat+jajanan+kampung+kandang/,https://lh5.googleusercontent.com/p/AF1QipOV5NlKIJ-EIqCaYY1eSAX7j_Kpx3-91DOu8JX5=w408-h725-k-no,"Jl. Raya Cilandak Kko, RT.6/RW.6, Jagakarsa, Kec. Jagakarsa, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12552, Indonesia"
+62 813-8286-1443,NASI PECEL RUJAK KANGKUNG BU CARSIH,"https://www.google.co.id/maps/place/NASI+PECEL+RUJAK+KANGKUNG+BU+CARSIH,+RT+2,+Jl.+Almakmur+Masjid+No.25A,+RT.3%2FRW.12,+Gandaria+Utara,+Kec.+Kby.+Baru,+Kota+Jakarta+Selatan,+Daerah+Khusus+Ibukota+Jakarta+12140,+Indonesia/",https://lh5.googleusercontent.com/p/AF1QipOlo6Ttnbxzuef7pD9c5xkzCkf6b81m7sZdD2jj=w480-h240-k-no,"RT 2, Jl. Almakmur Masjid No.25A, RT.3/RW.12, Gandaria Utara, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12140, Indonesia"
+62 878-7858-1559,Rujak buah bang Amin,https://www.google.co.id/maps/place/Rujak+buah+bang+Amin/,https://lh5.googleusercontent.com/p/AF1QipOCffCkfkD9Nn86LiYdWbuEuebwlGqIGujdgOWj=w408-h386-k-no,"Jalan Kelapa Hijau #18A Rt 006 Rw 03 Kelurahan Jagakarsa, Jagakarsa, Jakarta Selatan, RT.6/RW.3, Jagakarsa, Kec. Jagakarsa, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12620, Indonesia"
+62 812-1015-0218,Rujak Bang Raffa,https://www.google.co.id/maps/place/Rujak+Bang+Raffa/,https://geo3.ggpht.com/cbk?panoid=v18qgddEV__Lfwkfgjn1ZA&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=24.40669&pitch=0&thumbfov=100,"RT.3/RW.1, Cipedak, Jagakarsa, South Jakarta City, Jakarta, Indonesia"
+62 21 7507216,Kantin Blauran Surabaya,https://www.google.co.id/maps/place/Kantin+Blauran+Surabaya/,https://lh5.googleusercontent.com/p/AF1QipMpsOtEy_i9HmWzmqFSIiB7h3P8qx3j54ERKREE=w408-h306-k-no,"Jl. Cipete Raya No.33D, RT.14/RW.4, Cipete Sel., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430, Indonesia"
+62 882-9047-8769,Rujak mama ara,https://www.google.co.id/maps/place/Rujak+mama+ara/,https://lh5.googleusercontent.com/p/AF1QipOd0NXCglOxO2HL6wvMM5VCAAA-FO4JNRD9CpOP=w408-h482-k-no,"Jl. Swadaya gang apel II No.1A, RT.2/RW.9, Pejaten Tim., Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12510, Indonesia"
+62 878-8999-3380,Commercial Ciganjur Express,https://www.google.co.id/maps/place/Commercial+Ciganjur+Express/,https://lh5.googleusercontent.com/p/AF1QipO29y2TaTHCvs4K1kfYG7xeYA8-fgeZa38pFPKf=w408-h306-k-no,"Jl. Moh. Kahfi 1 No.90, RT.5/RW.5, Ciganjur, Kec. Jagakarsa, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12630, Indonesia"
+62 813-7252-0686,Rujak Doa Mama Dharmawangsa,https://www.google.co.id/maps/place/Rujak+Doa+Mama+Dharmawangsa/,https://lh5.googleusercontent.com/p/AF1QipN2GjlsHUa_7LQQo6WGP5BLGUigxZRDgvmxltH8=w408-h544-k-no,"Jl. Assirot, RT.4/RW.1, Grogol Sel., Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12220, Indonesia"
+62 812-9346-0888,Mie Ayam Spirulina,https://www.google.co.id/maps/place/Mie+Ayam+Spirulina/,https://lh5.googleusercontent.com/p/AF1QipPRQ-L4aNYJQXD5MVlLKQHEVNfRpDfHyh2489SU=w426-h240-k-no,"Jl Elang Raya Blok HF7 No. 9D, Pondok Pucung, Pondok Aren, South Tangerang City, Banten 15229, Indonesia"
+62 21 75921405,CJ Tomyum,https://www.google.co.id/maps/place/CJ+Tomyum/,https://lh5.googleusercontent.com/p/AF1QipOmDYl2TrNf9TfOpZ4XDkO9XmqYXEjr-WPYGf4=w426-h240-k-no,"Jl. Adhiyaksa No. 5, Lebak Bulus, Cilandak, RT.4/RW.5, Lebak Bulus, RT.4/RW.5, Lb. Bulus, Kec. Cilandak, Jaakarta Selatan, Daerah Khusus Ibukota Jakarta 40267, Indonesia"
+62 878-7792-61333,Aneka Tomyam & Ikan Kuah Asam,https://www.google.co.id/maps/place/Aneka+Tomyam+%26+Ikan+Kuah+Asam/,https://lh5.googleusercontent.com/p/AF1QipPXvD4gBr7aORyDsofNsZDjymSED1DGrO6NhFFE=w426-h240-k-no,"Plaza Kalibata Food Station Lt Raya, Jl. Kalibata Timur I No.1, RT.3/RW.2, Kalibata, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12770, Indonesia"
+62 812-1089-4775,Shabu Shabu & Tom Yam,https://www.google.co.id/maps/place/Shabu+Shabu+%26+Tom+Yam/,https://lh5.googleusercontent.com/proxy/f_PS8ZDnuJ6fide2V27f7IyKuWdJ5EYSfzPsipOVlI1lMXCLM_-Lig4Uw6d9SdwDto8gkWj5RpaZkzzoF7e6LQqFNGsPS7rjCaYwYY1tD_8z_ysz9gF1UNR_DUZaMAjmqtyYH1MDoZrf13gbBKwh-LhINvsq1g=w408-h285-k-no,"Dapuraya #29 Pasaraya Manggarai Lantai Basement Jalan Sultan. Agung #1, Manggarai Tebet, Jakarta Selatan, RT.2/RW.8, Ps. Manggis, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12850, Indonesia"
+62 895-3337-73226,KAPAU GARUDA LEBAK BULUS CJ TOMYAM,https://www.google.co.id/maps/place/KAPAU+GARUDA+LEBAK+BULUS+CJ+TOMYAM/,https://lh5.googleusercontent.com/p/AF1QipPZdkdKG8cYWB0xq7_aGPtFEoSrliDq9hsL_IKD=w408-h544-k-no,"Jl. Adiaksa Raya No.5, RT.1/RW.5, Lb. Bulus, Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12440, Indonesia"
+62 21 57973600,Thai Alley - Pacific Place,https://www.google.co.id/maps/place/Thai+Alley+-+Pacific+Place/,https://lh5.googleusercontent.com/p/AF1QipOGXlTJqGqJJSGJP7YVW62ZYF5-dyFQA8TEL-nr=w408-h271-k-no,"Pacific Place Lantai 5, Jalan Jendral Sudirman No.52-53, Senayan, Kebayoran Baru, RT.5/RW.3, Senayan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190, Indonesia"
+62 812-8874-0746,Bakso TomYum Thoyib,https://www.google.co.id/maps/place/Bakso+TomYum+Thoyib/,https://geo3.ggpht.com/cbk?panoid=_pc-CklJNc3StRbU53uq-g&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=9.259453&pitch=0&thumbfov=100,"Jl. Wahyu Raya No.6, RT.1/RW.5, Gandaria Sel., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12420, Indonesia"
+62 838-7705-6427,Suki Tomyum Jeunk_Oil,https://www.google.co.id/maps/place/Suki+Tomyum+Jeunk_Oil/,https://geo1.ggpht.com/cbk?panoid=yGPamZeLAw0k_0XrSoYcLg&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=162.38333&pitch=0&thumbfov=100,"Jl. Pos Pengumben Lama No.28, RT.4/RW.5, Sukabumi Sel., Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11560, Indonesia"
+62 821-1057-5773,"Bangkok Tomyum Taman Jajan CBD (Koki Asli Thai,Harga kaki lima,Rasa Bintang Lima)","https://www.google.co.id/maps/place/Bangkok+Tomyum+Taman+Jajan+CBD+(Koki+Asli+Thai,Harga+kaki+lima,Rasa+Bintang+Lima)/",https://lh5.googleusercontent.com/p/AF1QipPrLgAyLgk9L53UNICO_KwzkLEywKsf3ZTG4Ueu=w408-h306-k-no,"Jl. Masjid Jami Al-Barokah No.52, Pd. Jaya, Kec. Pd. Aren, Kota Tangerang Selatan, Banten 15220, Indonesia"
+62 21 29488686,White Elephant,https://www.google.co.id/maps/place/White+Elephant/,https://lh5.googleusercontent.com/p/AF1QipMKIXeTDxDlNAIOiIu2K3ngGE4aUkOV0dTviRJg=w408-h306-k-no,"Kota Kasablanka GF, Jalan Casablanca Kav. 88, RT.16/RW.5, Menteng Dalam, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870, Indonesia"
+62 21 57938188,Papa Tomyam,https://www.google.co.id/maps/place/Papa+Tomyam/,https://lh5.googleusercontent.com/proxy/ZQWIntjdk4_MARW1JqX5EK096FpjG7_nU6YpBZnI1KrccjfQgkYaeX2x1L4SXDYSo6eAbkCGAyBw22vQTr3UYaeZ6j2A4kJtiakxI3wD_fx6sjMDRpRXTlLf4Ov3Sl61xSGphQXk-bzpOy0TSHKhRkqPjlrj_w=w426-h240-k-no,"ITC Kuningan Lt. 4, Jembatan 2 No. 52, Jl. Prof Dr. Satrio, RT.11/RW.4, Karet Kuningan, Setiabudi, RT.11/RW.4, Kuningan, Karet Kuningan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940, Indonesia"
+62 812-1990-0070,Toko Kue Jakarta Selatan Mamanata,https://www.google.co.id/maps/place/Toko+Kue+Jakarta+Selatan+Mamanata/,https://lh5.googleusercontent.com/p/AF1QipMus6XnLK991D3UESfLFrdegBMUWwHAhofeIUCu=w408-h362-k-no,"Dekat Pejaten Valley Residence, Jl. Pejaten Bar. IV No.20 F, RT.8/RW.8, Pejaten Bar., Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12510, Indonesia"
+62 21 7971129,Seven Grain,https://www.google.co.id/maps/place/Seven+Grain/,https://lh5.googleusercontent.com/p/AF1QipOD8vQtbVRF_8f0dvZB52J61sTj8aYlnkVnWAgp=w408-h544-k-no,"Jl. Mampang Prpt. Raya No.151, RT.3/RW.1, Duren Tiga, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12760, Indonesia"
+62 21 7252743,Vivi Cake Shop,https://www.google.co.id/maps/place/Vivi+Cake+Shop/,https://lh5.googleusercontent.com/p/AF1QipP_JcQLIQdQ_v3AgVroIUP1_kgqyKZOmk0doTta=w426-h240-k-no,"Jl. Barito II No.29 A, RT.2/RW.5, Kramat Pela, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12130, Indonesia"
+62 21 7947421,Majestyk Bakery & Cake Shop Mampang Prapatan,https://www.google.co.id/maps/place/Majestyk+Bakery+%26+Cake+Shop+Mampang+Prapatan/,https://lh5.googleusercontent.com/p/AF1QipMgsykcPzf39TxCumeGwHwQFVX5TXAk_FvqaNXk=w493-h240-k-no,"Jl. Mampang Prpt. Raya No.10, RT.1/RW.2, Tegal Parang, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12790, Indonesia"
+62 21 83794132,Cake Lab,https://www.google.co.id/maps/place/Cake+Lab/,https://lh4.googleusercontent.com/proxy/aiocKfxWZumfEgbxY-JFjsAjtz6JRRM3joO5gIzoVpkMN-281uTd7CjTYkn9v54pdloTrP66MFVT1MqXjnO46JtWWVwToSF1OC8ROL73BqNC5TRekyvTR1g5NErmlRNZwyFA05cQoqgzxPWmKIz6BQ8-PdvLBQ=w408-h306-k-no,"6, Jl. Tebet Barat Dalam Raya No.122, RT.3/RW.RW, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810, Indonesia"
+62 21 7268898,Colette & Lola,https://www.google.co.id/maps/place/Colette+%26+Lola/,https://lh5.googleusercontent.com/p/AF1QipMySlw-2FyE1QOSZTYTpJ1rZCIOLvGVyr1PxOEb=w426-h240-k-no,"Jalan Senopati Raya No.64, RT.6/RW.3, Selong, Kebayoran Baru, RT.6/RW.3, Selong, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12110, Indonesia"
+62 813-8641-0015,Toko Kue Honey To The Bee (Cake Shop),https://www.google.co.id/maps/place/Toko+Kue+Honey+To+The+Bee+(Cake+Shop)/,https://lh5.googleusercontent.com/p/AF1QipOGSI6lbY-lgPGW8ZNOaMoIiZNNHsK_coy4euqS=w408-h408-k-no,"Bumi Bintaro Permai Jl. Puspita 2A No. F 15 Pesanggrahan Bintaro, RW.8, Pesanggrahan, Kec. Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12320, Indonesia"
+62 21 29307733,Natasha's Party Cakes,https://www.google.co.id/maps/place/Natasha's+Party+Cakes/,https://lh5.googleusercontent.com/p/AF1QipPLi0InsKYse98MDPTU5ehq0u44Ytti2tZ0Sf6Z=w408-h306-k-no,"No., Republic of Indonesia, Jl. KH. Ahmad Dahlan Kby. No.30, Kec. Kby. Baru, Kota Jakarta Selatan, 12130, Indonesia"
+62 21 7699242,It's My Cake,https://www.google.co.id/maps/place/It's+My+Cake/,https://lh5.googleusercontent.com/p/AF1QipNAj1HOGbggQynYqLhXmHDH-WdMBlpx7-a424Yp=w408-h306-k-no,"Jalan Cipete Raya No.8A, RT.8/RW.4, Cipete Selatan, Cilandak, RT.8/RW.4, Cipete Sel., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12410, Indonesia"
+62 21 7396054,Clairmont Gandaria,https://www.google.co.id/maps/place/Clairmont+Gandaria/,https://lh5.googleusercontent.com/p/AF1QipNqBXkmsu80mgdofw9MSRSQxOF79u0FV0UlcQQA=w426-h240-k-no,"Jl. Gandaria 1 No.73, RT.2/RW.3, Kramat Pela, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12130, Indonesia"
+62 21 52892424,The Harvest Cakes - Senopati,https://www.google.co.id/maps/place/The+Harvest+Cakes+-+Senopati/,https://lh5.googleusercontent.com/p/AF1QipOfsR_OJhMA51UimjK6Z3yPg5iR0Mz9nEKp6LJH=w408-h306-k-no,"Jl. Senopati No.47, RT.8/RW.3, Selong, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12510, Indonesia"
